0.000000000000000000e+00 5.028510150916896571e+00 7.810701292423530617e+00 3.002641517653169778e+00 5.455143904641945873e+00 5.552924943165214344e+00 4.382995761838023974e+00 4.590994513432965718e+00 5.546677300175520742e+00 5.775561168993144534e+00
5.028510150916896571e+00 0.000000000000000000e+00 3.843974805168030251e+00 5.147316110864466054e+00 4.257096708034487698e+00 5.733661431006115805e+00 5.953174282671693796e+00 3.872409969353762804e+00 5.222330169061781824e+00 5.005861719136914800e+00
7.810701292423530617e+00 3.843974805168030251e+00 0.000000000000000000e+00 5.898097196642249962e+00 4.180163017724343177e+00 5.745089172376010467e+00 4.477155823895216713e+00 4.511990480822714034e+00 5.969881638442593008e+00 4.164738598509980960e+00
3.002641517653169778e+00 5.147316110864466054e+00 5.898097196642249962e+00 0.000000000000000000e+00 5.857588637930635223e+00 4.514752770095721957e+00 4.167090815767917178e+00 6.569761602283464619e+00 4.423301743901770777e+00 6.451538318883066836e+00
5.455143904641945873e+00 4.257096708034487698e+00 4.180163017724343177e+00 5.857588637930635223e+00 0.000000000000000000e+00 4.944102574120565308e+00 4.252172526008121345e+00 5.214899681186063063e+00 5.263163363635318781e+00 6.175656777475285963e+00
5.552924943165214344e+00 5.733661431006115805e+00 5.745089172376010467e+00 4.514752770095721957e+00 4.944102574120565308e+00 0.000000000000000000e+00 5.295544505839589355e+00 4.121001449883443968e+00 4.796722066202406154e+00 4.942566042509250579e+00
4.382995761838023974e+00 5.953174282671693796e+00 4.477155823895216713e+00 4.167090815767917178e+00 4.252172526008121345e+00 5.295544505839589355e+00 0.000000000000000000e+00 5.195583997622140515e+00 3.916261015771629772e+00 5.015986862140323410e+00
4.590994513432965718e+00 3.872409969353762804e+00 4.511990480822714034e+00 6.569761602283464619e+00 5.214899681186063063e+00 4.121001449883443968e+00 5.195583997622140515e+00 0.000000000000000000e+00 5.311386352509743780e+00 5.333049561765078828e+00
5.546677300175520742e+00 5.222330169061781824e+00 5.969881638442593008e+00 4.423301743901770777e+00 5.263163363635318781e+00 4.796722066202406154e+00 3.916261015771629772e+00 5.311386352509743780e+00 0.000000000000000000e+00 4.446603187685990832e+00
5.775561168993144534e+00 5.005861719136914800e+00 4.164738598509980960e+00 6.451538318883066836e+00 6.175656777475285963e+00 4.942566042509250579e+00 5.015986862140323410e+00 5.333049561765078828e+00 4.446603187685990832e+00 0.000000000000000000e+00
